"PUBLICATION","SCENARIO","CATEGORY","PRODUCT","FLOW","UNIT","REGION","YEAR","VALUE"
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","World",2010,541.297
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","World",2021,624.047
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","World",2022,631.978
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","World",2030,667.905
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","World",2050,724.958
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","World",2030,627.662
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","World",2050,622.893
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","North America",2010,112.433
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","North America",2021,111.555
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","North America",2022,114.46
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","North America",2030,108.324
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","North America",2050,101.224
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","North America",2030,103.419
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","North America",2050,87.469
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","United States",2010,94.038
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","United States",2021,91.664
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","United States",2022,93.803
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","United States",2030,87.306
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","United States",2050,79.171
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","United States",2030,83.385
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","United States",2050,70.391
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Central and South America",2010,26.598
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Central and South America",2021,28.467
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Central and South America",2022,29.053
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Central and South America",2030,32.645
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Central and South America",2050,40.711
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Central and South America",2030,32.248
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Central and South America",2050,38.417
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Brazil",2010,12.152
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Brazil",2021,13.836
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Brazil",2022,13.953
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Brazil",2030,15.976
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Brazil",2050,19.225
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Brazil",2030,16.118
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Brazil",2050,19.076
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Europe",2010,89.226
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Europe",2021,82.099
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Europe",2022,78.164
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Europe",2030,74.522
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Europe",2050,66.59
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Europe",2030,71.232
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Europe",2050,57.639
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","European Union",2010,64.475
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","European Union",2021,58.896
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","European Union",2022,56.179
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","European Union",2030,51.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","European Union",2050,43.145
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","European Union",2030,49.535
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","European Union",2050,37.975
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Africa",2010,28.637
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Africa",2021,35.861
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Africa",2022,36.422
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Africa",2030,41.078
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Africa",2050,57.566
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Africa",2030,34.553
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Africa",2050,48.649
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Middle East",2010,27.137
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Middle East",2021,34.802
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Middle East",2022,36.379
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Middle East",2030,42.014
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Middle East",2050,54.621
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Middle East",2030,39.974
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Middle East",2050,49.673
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Eurasia",2010,35.203
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Eurasia",2021,42.01
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Eurasia",2022,41.575
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Eurasia",2030,40.392
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Eurasia",2050,42.525
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Eurasia",2030,38.571
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Eurasia",2050,36.873
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Russia",2010,28.535
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Russia",2021,34.619
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Russia",2022,33.997
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Russia",2030,31.93
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Russia",2050,31.637
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Russia",2030,30.664
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Russia",2050,27.557
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Asia Pacific",2010,206.945
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Asia Pacific",2021,276.137
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Asia Pacific",2022,281.025
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Asia Pacific",2030,309.475
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Asia Pacific",2050,334.838
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Asia Pacific",2030,288.996
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Asia Pacific",2050,286.705
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","China",2010,107.331
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","China",2021,157.641
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","China",2022,159.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","China",2030,167.735
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","China",2050,156.946
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","China",2030,157.466
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","China",2050,132.94
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","India",2010,27.936
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","India",2021,39.673
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","India",2022,41.969
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","India",2030,53.706
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","India",2050,72.965
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","India",2030,47.614
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","India",2050,60.292
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Japan",2010,20.92
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Japan",2021,16.731
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Japan",2022,16.637
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Japan",2030,15.165
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Japan",2050,12.478
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Japan",2030,14.771
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Japan",2050,11.328
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Southeast Asia",2010,22.793
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Southeast Asia",2021,29.585
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Southeast Asia",2022,30.26
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Southeast Asia",2030,37.602
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Total energy supply","EJ","Southeast Asia",2050,52.049
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Southeast Asia",2030,36.128
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Total energy supply","EJ","Southeast Asia",2050,46.002
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","World",2010,43.279
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","World",2021,71.089
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","World",2022,75.48
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","World",2030,119.979
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","World",2050,227.058
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","World",2030,142.11
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","World",2050,327.009
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","North America",2010,8.831
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","North America",2021,12.006
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","North America",2022,12.76
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","North America",2030,18.723
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","North America",2050,34.511
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","North America",2030,25.279
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","North America",2050,51.236
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","United States",2010,6.63
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","United States",2021,9.467
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","United States",2022,10.103
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","United States",2030,15.245
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","United States",2050,29.148
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","United States",2030,20.455
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","United States",2050,42.475
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Central and South America",2010,7.668
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Central and South America",2021,9.473
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Central and South America",2022,10.015
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Central and South America",2030,12.9
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Central and South America",2050,19.612
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Central and South America",2030,14.92
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Central and South America",2050,28.039
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Brazil",2010,5.643
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Brazil",2021,6.587
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Brazil",2022,7.006
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Brazil",2030,8.889
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Brazil",2050,11.917
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Brazil",2030,9.9
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Brazil",2050,15.446
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Europe",2010,9.893
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Europe",2021,14.548
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Europe",2022,14.869
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Europe",2030,21.301
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Europe",2050,30.257
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Europe",2030,24.372
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Europe",2050,37.73
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","European Union",2010,7.744
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","European Union",2021,10.818
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","European Union",2022,11.081
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","European Union",2030,15.845
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","European Union",2050,22.337
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","European Union",2030,17.855
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","European Union",2050,26.557
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Africa",2010,3.691
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Africa",2021,5.514
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Africa",2022,5.765
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Africa",2030,8.658
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Africa",2050,17.277
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Africa",2030,9.225
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Africa",2050,26.291
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Middle East",2010,0.097
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Middle East",2021,0.228
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Middle East",2022,0.268
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Middle East",2030,1.196
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Middle East",2050,5.32
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Middle East",2030,1.475
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Middle East",2050,12.543
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Eurasia",2010,0.98
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Eurasia",2021,1.302
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Eurasia",2022,1.303
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Eurasia",2030,1.632
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Eurasia",2050,3.053
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Eurasia",2030,1.975
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Eurasia",2050,5.066
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Russia",2010,0.743
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Russia",2021,1.043
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Russia",2022,1.021
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Russia",2030,1.234
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Russia",2050,2.318
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Russia",2030,1.404
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Russia",2050,2.917
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Asia Pacific",2010,12.118
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Asia Pacific",2021,28.005
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Asia Pacific",2022,30.486
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Asia Pacific",2030,55.315
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Asia Pacific",2050,115.869
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Asia Pacific",2030,64.082
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Asia Pacific",2050,162.106
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","China",2010,4.575
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","China",2021,13.707
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","China",2022,14.875
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","China",2030,29.687
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","China",2050,59.282
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","China",2030,33.816
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","China",2050,76.106
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","India",2010,2.76
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","India",2021,5.741
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","India",2022,6.224
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","India",2030,10.641
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","India",2050,26.442
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","India",2030,11.514
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","India",2050,34.165
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Japan",2010,0.77
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Japan",2021,1.206
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Japan",2022,1.38
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Japan",2030,2.218
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Japan",2050,3.472
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Japan",2030,2.513
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Japan",2050,5.039
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Southeast Asia",2010,2.772
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Southeast Asia",2021,5.452
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Southeast Asia",2022,5.838
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Southeast Asia",2030,8.622
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Total energy supply","EJ","Southeast Asia",2050,16.677
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Southeast Asia",2030,10.452
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Total energy supply","EJ","Southeast Asia",2050,29.662
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Supply","Million barrels per day","World",2010,85.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Supply","Million barrels per day","World",2021,92.6
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Supply","Million barrels per day","World",2022,97.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Supply","Million barrels per day","World",2030,101.5
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Supply","Million barrels per day","World",2050,97.4
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Supply","Million barrels per day","World",2030,92.5
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Supply","Million barrels per day","World",2050,54.8
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Processing gains","Million barrels per day","World",2010,2.2
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Processing gains","Million barrels per day","World",2021,2.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Processing gains","Million barrels per day","World",2022,2.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Processing gains","Million barrels per day","World",2030,2.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Processing gains","Million barrels per day","World",2050,2.9
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Processing gains","Million barrels per day","World",2030,2.4
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Processing gains","Million barrels per day","World",2050,1.6
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","World",2010,83.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","World",2021,90.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","World",2022,94.8
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","World",2030,99.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","World",2050,94.5
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","World",2030,90.2
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","World",2050,53.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Conventional crude oil","Production","Million barrels per day","World",2010,67.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Conventional crude oil","Production","Million barrels per day","World",2021,60.2
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Conventional crude oil","Production","Million barrels per day","World",2022,62.8
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Conventional crude oil","Production","Million barrels per day","World",2030,61.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Conventional crude oil","Production","Million barrels per day","World",2050,58.2
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Conventional crude oil","Production","Million barrels per day","World",2030,54.9
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Conventional crude oil","Production","Million barrels per day","World",2050,29.8
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Tight oil","Production","Million barrels per day","World",2010,0.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Tight oil","Production","Million barrels per day","World",2021,7.5
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Tight oil","Production","Million barrels per day","World",2022,8.3
